time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-03T02:59:20.690Z,36.4638333,-121,5.38,1.46,md,16,107,0.04199,0.1,nc,nc73105806,2018-11-04T00:27:04.711Z,"15km ESE of Pinnacles, CA",earthquake,0.31,0.74,0.312,19,reviewed,nc,nc
2018-11-03T02:49:31.231Z,60.5082,-143.037,11.3,1.3,ml,,,,0.17,ak,ak20317144,2018-11-03T02:52:10.546Z,"59km NW of Cape Yakataga, Alaska",earthquake,,1,,,automatic,ak,ak
2018-11-03T02:30:13.750Z,-2.9735,119.3917,10,4.5,mb,,106,2.058,0.98,us,us2000i6ag,2018-11-03T02:45:54.040Z,"3km SSE of Mamasa, Indonesia",earthquake,4.4,1.9,0.139,16,reviewed,us,us
2018-11-03T02:29:40.160Z,36.4188,-96.9213,4.86,2.2,ml,,46,,0.15,us,us2000i71t,2018-11-08T22:13:38.040Z,"13km NW of Pawnee, Oklahoma",earthquake,1,1,0.419,23,reviewed,ok,ok
2018-11-03T02:04:34.408Z,69.6037,-144.4224,34.9,2.5,ml,,,,0.66,ak,ak20316837,2018-11-03T02:20:56.040Z,"66km SSW of Kaktovik, Alaska",earthquake,,5.5,,,automatic,ak,ak
2018-11-03T01:55:44.619Z,63.5008,-150.8943,1,1.9,ml,,,,0.91,ak,ak20316831,2018-11-03T02:00:21.103Z,"97km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-03T01:49:54.230Z,44.626,-111.1581667,13.62,1.08,ml,14,104,0.04565,0.19,uu,uu60303352,2018-11-05T17:00:10.540Z,"5km SW of West Yellowstone, Montana",earthquake,0.57,0.98,0.378,3,reviewed,uu,uu
2018-11-03T01:49:10.400Z,15.2225,-93.7686,64.46,4.1,mb,,170,1.891,1.02,us,us2000i6aa,2018-11-03T02:11:15.040Z,"75km SSW of Tres Picos, Mexico",earthquake,6.1,15.9,0.151,12,reviewed,us,us
2018-11-03T01:44:56.572Z,64.4888,-151.2197,13.9,1.6,ml,,,,0.49,ak,ak20316828,2018-11-03T01:50:55.780Z,"63km SSW of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-03T01:32:34.580Z,47.2006666666667,-119.477166666667,17.45,0.97,ml,11,137,,0.14,uw,uw61502266,2018-11-06T18:51:34.600Z,"12km W of Moses Lake North, Washington",earthquake,0.49,1.25,0.151360054724556,5,reviewed,uw,uw
2018-11-03T01:20:05.364Z,39.6495,-115.4634,5.2,1.4,ml,7,77.89,0.782,0.1795,nn,nn00664068,2018-11-04T02:05:37.686Z,"45km ENE of Eureka, Nevada",earthquake,,12.6,0.05,2,reviewed,nn,nn
2018-11-03T01:16:16.430Z,33.5016667,-116.7991667,2.87,1.19,ml,50,31,0.01072,0.2,ci,ci38347400,2018-11-03T14:26:16.660Z,"9km NE of Aguanga, CA",earthquake,0.19,0.55,0.155,27,reviewed,ci,ci
2018-11-03T01:13:38.470Z,10.3513,-62.2049,27.32,4.5,mb,,63,1.85,0.81,us,us2000i69x,2018-11-03T20:26:44.302Z,"26km SSE of Guiria, Venezuela",earthquake,7.5,7.5,0.128,18,reviewed,us,us
2018-11-03T01:13:06.359Z,37.3925,-114.8559,0,1,ml,9,215.15,0.156,0.216,nn,nn00664062,2018-11-04T02:05:30.824Z,"27km E of Alamo, Nevada",earthquake,,0,0.34,4,reviewed,nn,nn
2018-11-03T01:10:05.690Z,37.1922,20.5976,10,4.6,mb,,109,2.283,0.99,us,us2000i69w,2018-11-03T01:27:06.040Z,"61km SSW of Lithakia, Greece",earthquake,5.9,1.9,0.089,37,reviewed,us,us
2018-11-03T01:01:33.998Z,61.5603,-146.4116,16.1,2.3,ml,,,,0.97,ak,ak20316520,2018-11-03T01:06:11.749Z,"47km N of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-03T00:57:22.550Z,37.8853333,-118.4596667,9.36,1.86,md,31,167,0.08868,0.05,nc,nc73105761,2018-11-07T01:43:03.369Z,"41km NNE of Toms Place, CA",earthquake,0.48,1.06,0.207,25,reviewed,nc,nc
2018-11-03T00:45:29.850Z,36.6683333,-121.2971667,5.46,1.34,md,19,110,0.05906,0.06,nc,nc73105751,2018-11-03T23:11:03.172Z,"14km S of Tres Pinos, CA",earthquake,0.29,0.92,0.28,16,reviewed,nc,nc
2018-11-03T00:41:09.080Z,45.6793333333333,-122.898,22.81,1.55,ml,17,112,,0.09,uw,uw61502256,2018-11-06T19:05:58.160Z,"8km S of Scappoose, Oregon",earthquake,0.27,0.78,0.0659118726203574,7,reviewed,uw,uw
2018-11-03T00:38:58.731Z,60.1627,-141.4295,0,1.3,ml,,,,0.92,ak,ak20316518,2018-11-03T00:44:40.164Z,"56km ENE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-03T00:37:21.710Z,36.06,-120.6423333,-0.43,1.09,md,12,263,0.03841,0.14,nc,nc73105746,2018-11-03T03:36:46.296Z,"24km E of San Ardo, CA",earthquake,4.06,6.46,0.438,4,reviewed,nc,nc
2018-11-03T00:32:48.290Z,45.676,-122.894333333333,22.37,1.24,ml,11,113,,0.09,uw,uw61502246,2018-11-06T19:10:04.260Z,"8km S of Scappoose, Oregon",earthquake,0.36,1.2,0.015840462213335,4,reviewed,uw,uw
2018-11-03T00:32:40.550Z,47.2015,-119.4795,19.1,2.06,ml,26,64,,0.12,uw,uw61502251,2018-11-03T02:04:12.960Z,"12km W of Moses Lake North, Washington",earthquake,0.4,0.62,0.14308060050239,18,reviewed,uw,uw
2018-11-03T00:31:22.920Z,38.7566667,-122.7051667,0.44,1.19,md,22,65,0.01238,0.06,nc,nc73105741,2018-11-07T01:31:03.838Z,"2km SSW of Anderson Springs, CA",earthquake,0.15,0.31,0.181,7,reviewed,nc,nc
2018-11-03T00:20:23.180Z,64.5775,-152.1364,10.8,1.5,ml,,,,0.73,ak,ak20316214,2018-11-03T00:23:08.763Z,"66km S of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-03T00:19:49.430Z,37.6583333,-118.9043333,3.01,1.25,md,25,110,0.003636,0.04,nc,nc73105726,2018-11-06T01:29:03.073Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.21,0.36,0.195,20,reviewed,nc,nc
2018-11-03T00:17:06.450Z,37.6605,-118.9055,3.3,1.04,md,22,125,0.005621,0.04,nc,nc73105716,2018-11-06T00:00:15.521Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.43,0.34,0.207,17,reviewed,nc,nc
2018-11-03T00:13:45.800Z,37.6578333,-118.9058333,2.87,2.06,md,38,56,0.002956,0.05,nc,nc73105711,2018-11-06T22:23:04.117Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.19,0.26,0.253,34,reviewed,nc,nc
2018-11-03T00:07:53.300Z,17.982,-66.7438,16,2.23,md,4,209,0.189,0.23,pr,pr2018307000,2018-11-03T04:45:34.730Z,"3km WSW of Tallaboa, Puerto Rico",earthquake,1.48,4.64,0.36,3,reviewed,pr,pr
2018-11-02T23:54:27.490Z,33.5013333,-116.7973333,2.63,1.37,ml,52,32,0.01129,0.21,ci,ci38347256,2018-11-03T14:27:24.340Z,"9km NE of Aguanga, CA",earthquake,0.2,0.38,0.137,26,reviewed,ci,ci
2018-11-02T23:49:18.420Z,34.3185,-116.9611667,0.5,1.45,ml,54,33,0.06529,0.18,ci,ci38347240,2018-11-05T15:44:54.490Z,"10km NNW of Big Bear Lake, CA",earthquake,0.15,0.29,0.143,43,reviewed,ci,ci
2018-11-02T23:49:11.323Z,60.9452,-152.3269,107.3,1.9,ml,,,,0.59,ak,ak20316212,2018-11-08T16:01:04.563Z,"56km NNE of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-11-02T23:41:59.640Z,59.9228,-140.861,0,1.3,ml,,,,0.62,ak,ak20316210,2018-11-08T16:01:03.983Z,"76km NW of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2018-11-02T23:33:07.673Z,59.4523,-136.36,5.8,1.6,ml,,,,0.62,ak,ak20316208,2018-11-08T16:01:03.336Z,"57km WNW of Haines, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-11-02T23:22:25.969Z,57.7389,-142.799,12,2.5,ml,,,,0.56,ak,ak20335766,2018-11-08T16:01:02.737Z,"260km S of Cape Yakataga, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2018-11-02T23:19:14.770Z,36.3661667,-120.9441667,6.35,1.66,md,13,119,0.08407,0.04,nc,nc73105681,2018-11-03T03:16:02.580Z,"24km NE of King City, CA",earthquake,0.32,0.84,0.205,13,reviewed,nc,nc
2018-11-02T23:13:06.210Z,37.5598333,-121.6815,2.32,1.01,md,17,54,0.08521,0.07,nc,nc73105671,2018-11-06T00:18:18.214Z,"16km SSE of Livermore, CA",earthquake,0.22,0.96,0.133,14,reviewed,nc,nc
2018-11-02T23:10:43.720Z,36.69,-121.318,4.76,1.16,md,19,106,0.07902,0.06,nc,nc73105666,2018-11-03T22:37:02.968Z,"11km S of Tres Pinos, CA",earthquake,0.28,1.25,0.231,16,reviewed,nc,nc
2018-11-02T23:09:20.819Z,64.9955,-147.3228,0,1.3,ml,,,,0.41,ak,ak20315923,2018-11-08T16:01:02.126Z,"23km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2018-11-02T23:00:12.440Z,37.6551667,-118.9046667,3.02,1.6,md,34,56,0.0009174,0.05,nc,nc73105656,2018-11-06T22:23:03.468Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.18,0.25,0.335,30,reviewed,nc,nc
2018-11-02T22:58:26.300Z,37.6596667,-118.9041667,3.32,1.08,md,24,85,0.00495,0.04,nc,nc73105651,2018-11-06T00:28:25.494Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.25,0.32,0.228,20,reviewed,nc,nc
2018-11-02T22:55:04.170Z,47.3153333333333,-123.803,31.25,1.89,ml,13,138,,0.28,uw,uw61502211,2018-11-05T20:08:52.360Z,"17km S of Quinault Census Designated Place, Washington",earthquake,0.65,1.27,0.139100343327401,9,reviewed,uw,uw
2018-11-02T22:54:18.746Z,61.2779,-150.0898,41.9,1.4,ml,,,,0.5,ak,ak20315921,2018-11-08T16:01:01.537Z,"12km WNW of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-11-02T22:35:10.220Z,34.1017,83.9207,14.92,4.6,mb,,80,6.606,0.77,us,us2000i684,2018-11-04T01:25:56.040Z,"205km N of Luring, China",earthquake,7.6,1.6,0.07,62,reviewed,us,us
2018-11-02T22:31:39.048Z,69.5056,-144.687,0.7,1.3,ml,,,,0.67,ak,ak20335763,2018-11-08T16:01:01.016Z,"80km SSW of Kaktovik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-02T22:18:26.280Z,5.8989,126.5743,85.72,4.3,mb,,113,1.526,0.86,us,us2000i67w,2018-11-04T01:24:44.040Z,"67km SE of Pondaguitan, Philippines",earthquake,11.5,10.3,0.138,15,reviewed,us,us
2018-11-02T22:03:56.835Z,65.8387,-156.4042,6.9,1.1,ml,,,,0.65,ak,ak20315757,2018-11-08T16:01:00.494Z,"121km S of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-11-02T21:58:10.720Z,37.657,-118.9058333,2.8,1.76,md,34,88,0.002124,0.05,nc,nc73105596,2018-11-07T00:42:02.774Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.2,0.22,0.358,33,reviewed,nc,nc
2018-11-02T21:56:56.010Z,49.278,-120.785,-1.13,2.42,ml,8,227,,0.18,uw,uw61502196,2018-11-05T19:55:29.230Z,"28km SW of Princeton, Canada",explosion,2.65,31.61,0.278014780389318,7,reviewed,uw,uw
2018-11-02T21:55:31.850Z,40.317,-124.4236667,5.83,1.96,md,12,253,0.1067,0.09,nc,nc73105591,2018-11-07T08:50:03.396Z,"12km W of Petrolia, CA",earthquake,1.27,0.86,0.168,15,reviewed,nc,nc
2018-11-02T21:46:57.230Z,36.6715,-121.3123333,5.14,1.47,md,27,86,0.06054,0.06,nc,nc73105586,2018-11-06T04:40:03.784Z,"13km S of Tres Pinos, CA",earthquake,0.2,0.68,0.276,24,reviewed,nc,nc
2018-11-02T21:34:39.249Z,69.4963,-144.3354,2.9,1.6,ml,,,,0.72,ak,ak20335761,2018-11-08T16:00:59.931Z,"76km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-11-02T21:33:36.320Z,-1.2599,120.4924,10,4.9,mb,,52,2.289,0.86,us,us2000i66d,2018-11-04T01:23:39.040Z,"25km NW of Kasiguncu, Indonesia",earthquake,3.9,1.9,0.068,68,reviewed,us,us
2018-11-02T21:32:50.570Z,37.661,-118.9018333,3.04,1.08,md,22,113,0.006865,0.04,nc,nc73105576,2018-11-06T22:00:03.319Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.42,0.31,0.208,20,reviewed,nc,nc
2018-11-02T21:32:36.261Z,69.4927,-144.3026,8,1.6,ml,,,,0.45,ak,ak20335760,2018-11-08T16:00:59.381Z,"75km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-11-02T21:22:01.520Z,37.6586667,-122.5321667,9.96,1.35,md,25,115,0.04336,0.05,nc,nc73105561,2018-11-06T21:48:02.219Z,"6km NW of Pacifica, CA",earthquake,0.18,0.33,0.207,18,reviewed,nc,nc
2018-11-02T21:18:36.390Z,43.6495,-123.406833333333,5.52,2.13,ml,4,239,,0,uw,uw61502217,2018-11-05T19:10:24.040Z,"7km W of Drain, Oregon",explosion,1.23,1.34,0.0858771558090634,2,reviewed,uw,uw
2018-11-02T21:16:38.410Z,37.5593333,-121.681,2.13,1.5,md,25,55,0.08462,0.09,nc,nc73105556,2018-11-06T23:34:02.450Z,"16km SSE of Livermore, CA",earthquake,0.16,0.92,0.219,25,reviewed,nc,nc
2018-11-02T21:11:02.100Z,-24.3439,-67.1158,174.63,4.4,mb,,44,1.694,1.32,us,us2000i660,2018-11-04T01:18:26.040Z,"82km W of San Antonio de los Cobres, Argentina",earthquake,4.2,7.5,0.077,49,reviewed,us,us
2018-11-02T21:06:31.490Z,-1.3005,120.5598,10,4.9,mb,,36,2.226,0.89,us,us2000i65x,2018-11-04T23:14:58.063Z,"17km NW of Kasiguncu, Indonesia",earthquake,6,1.9,0.056,102,reviewed,us,us
2018-11-02T21:00:48.250Z,36.0153333,-120.1123333,19.29,1.61,md,23,167,0.2015,0.09,nc,nc73105541,2018-11-03T03:06:02.519Z,"2km NE of Avenal, CA",earthquake,1.13,1.89,0.057,7,reviewed,nc,nc
2018-11-02T20:50:41.565Z,61.6093,-150.4902,51.3,1.8,ml,,,,0.49,ak,ak20315177,2018-11-08T16:00:58.706Z,"28km WSW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-11-02T20:46:21.220Z,44.6075,-110.4595,2.5,0.96,md,6,152,0.05997,0.12,uu,uu60303347,2018-11-02T22:42:49.640Z,"33km ENE of Old Faithful Geyser, Wyoming",earthquake,0.9,31.61,0.446,3,reviewed,uu,uu
2018-11-02T20:41:45.230Z,36.6806667,-121.3063333,4.15,1.81,md,37,65,0.06999,0.05,nc,nc73105536,2018-11-03T21:14:02.469Z,"12km S of Tres Pinos, CA",earthquake,0.23,0.83,0.226,40,reviewed,nc,nc
2018-11-02T20:37:12.300Z,-24.1162,-67.1084,204.21,4.4,mb,,50,1.519,1.05,us,us2000i65a,2018-11-03T17:38:05.040Z,"81km W of San Antonio de los Cobres, Argentina",earthquake,8.1,8.7,0.161,11,reviewed,us,us
2018-11-02T20:33:23.640Z,36.6865,-121.3213333,5.23,1.08,md,20,111,0.07568,0.05,nc,nc73105531,2018-11-06T00:17:18.703Z,"12km S of Tres Pinos, CA",earthquake,0.26,0.9,0.259,17,reviewed,nc,nc
2018-11-02T20:32:30.220Z,36.685,-121.3215,5.06,1.47,md,24,104,0.07419,0.08,nc,nc73105526,2018-11-03T23:32:02.289Z,"12km S of Tres Pinos, CA",earthquake,0.24,1.09,0.231,21,reviewed,nc,nc
2018-11-02T20:25:42.940Z,36.4121667,-120.99,4.34,1.59,md,20,87,0.0266,0.11,nc,nc73105516,2018-11-03T23:59:02.434Z,"19km SE of Pinnacles, CA",earthquake,0.53,2.12,0.19,20,reviewed,nc,nc
2018-11-02T20:23:06.300Z,39.2963,-114.6964,0,2.6,ml,10,146.76,0.277,1.9822,nn,nn00663977,2018-11-03T02:04:22.580Z,"13km SSE of McGill, Nevada",explosion,,0,0.7,3,reviewed,nn,nn
2018-11-02T20:17:16.972Z,62.4046,-148.7985,46.3,1.3,ml,,,,0.5,ak,ak20315166,2018-11-08T16:00:58.153Z,"60km ENE of Y, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-11-02T20:07:45.100Z,33.4965,-116.7965,4.1,1.38,ml,52,33,0.01615,0.2,ci,ci38346904,2018-11-02T20:20:51.500Z,"9km NE of Aguanga, CA",earthquake,0.19,0.45,0.136,26,reviewed,ci,ci
2018-11-02T20:06:44.780Z,33.4871667,-116.789,5.24,1.02,ml,39,37,0.08918,0.15,ci,ci38346896,2018-11-02T20:21:58.210Z,"9km NE of Aguanga, CA",earthquake,0.17,0.97,0.185,26,reviewed,ci,ci
2018-11-02T20:05:14.610Z,36.6771667,-121.3063333,4.09,1.52,md,25,105,0.06651,0.09,nc,nc73105511,2018-11-06T00:55:03.756Z,"13km S of Tres Pinos, CA",earthquake,0.29,1.19,0.259,23,reviewed,nc,nc
2018-11-02T20:00:45.330Z,33.491,-116.798,3.41,1.86,ml,69,35,0.0214,0.23,ci,ci38346880,2018-11-02T20:20:54.430Z,"8km NE of Aguanga, CA",earthquake,0.2,0.58,0.128,26,reviewed,ci,ci
2018-11-02T19:57:56.572Z,69.5234,-144.6934,7.1,1.7,ml,,,,0.69,ak,ak20314881,2018-11-08T16:00:57.575Z,"79km SSW of Kaktovik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-02T19:56:09.400Z,19.2041664,-155.466507,33.57,1.77,ml,47,100,0.04868,0.12,hv,hv70680477,2018-11-02T20:01:49.010Z,"1km E of Pahala, Hawaii",earthquake,0.54,0.85,5.19,3,automatic,hv,hv
2018-11-02T19:29:31.720Z,-18.1639,-178.3432,595.98,4.3,mb,,82,3.455,0.59,us,us2000i63v,2018-11-03T17:06:01.040Z,"277km N of Ndoi Island, Fiji",earthquake,11.9,7.2,0.049,117,reviewed,us,us
2018-11-02T19:27:16.520Z,37.0576667,-121.4838333,8.63,1.6,md,49,49,0.03222,0.06,nc,nc73105486,2018-11-06T23:06:02.721Z,"10km NE of Gilroy, CA",earthquake,0.15,0.31,0.262,41,reviewed,nc,nc
2018-11-02T19:22:23.916Z,58.1695,-155.3551,3.2,2.1,ml,,,,0.43,ak,ak20314876,2018-11-08T16:00:56.898Z,"95km SE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-02T19:18:52.190Z,36.6798333,-121.3051667,4.05,2.6,md,54,65,0.06925,0.07,nc,nc73105481,2018-11-03T04:58:02.403Z,"12km S of Tres Pinos, CA",earthquake,0.14,0.59,0.165,74,reviewed,nc,nc
2018-11-02T19:07:39.400Z,33.245,-115.7811667,11.57,1.23,ml,18,140,0.1328,0.24,ci,ci38346800,2018-11-02T20:46:50.706Z,"12km SSW of Bombay Beach, CA",earthquake,0.56,1.14,0.49,3,reviewed,ci,ci
2018-11-02T19:07:04.686Z,64.9831,-147.3902,0,1.1,ml,,,,0.31,ak,ak20314600,2018-11-08T16:00:56.294Z,"21km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2018-11-02T19:06:44.390Z,36.6738333,-121.294,1.86,1.38,md,21,106,0.065,0.04,nc,nc73105476,2018-11-04T00:54:02.871Z,"13km S of Tres Pinos, CA",earthquake,0.25,1.62,0.217,18,reviewed,nc,nc
2018-11-02T18:57:16.240Z,35.9951667,-120.1483333,11.74,1.52,md,31,134,0.07283,0.11,nc,nc73105461,2018-11-06T22:39:03.565Z,"2km WSW of Avenal, CA",earthquake,0.53,1.02,0.133,13,reviewed,nc,nc
2018-11-02T18:56:07.410Z,33.1445,-116.521,8.1,0.99,ml,46,83,0.09654,0.2,ci,ci38346768,2018-11-02T20:40:31.575Z,"10km NE of Julian, CA",earthquake,0.23,0.78,0.146,20,reviewed,ci,ci
2018-11-02T18:55:20.190Z,39.4366667,-110.3271667,-3.24,2.04,ml,9,154,0.01265,0.13,uu,uu60303317,2018-11-02T21:39:56.150Z,"14km SSE of East Carbon City, Utah",earthquake,0.72,1.88,0.093,4,reviewed,uu,uu
2018-11-02T18:54:09.110Z,33.5046667,-116.7968333,4.31,1.22,ml,47,31,0.07837,0.2,ci,ci38346760,2018-11-02T20:22:04.120Z,"9km NE of Aguanga, CA",earthquake,0.19,0.54,0.12,26,reviewed,ci,ci
2018-11-02T18:51:30.290Z,35.0525,-118.3476667,-1.01,1.32,ml,31,43,0.06196,0.18,ci,ci38346744,2018-11-02T20:33:09.440Z,"13km SE of Tehachapi, CA",quarry blast,0.32,31.61,0.133,17,reviewed,ci,ci
2018-11-02T18:48:11.610Z,45.8501667,-111.3453333,5.9,1.45,ml,5,202,0.314,0.07,mb,mb80318969,2018-11-02T23:10:53.880Z,"1km SW of Manhattan, Montana",earthquake,1.01,6.43,0.045,2,reviewed,mb,mb
2018-11-02T18:48:05.650Z,36.0093333,-120.1261667,16.54,1.47,md,31,148,0.0533,0.09,nc,nc73105456,2018-11-07T01:21:04.243Z,"1km NNE of Avenal, CA",earthquake,0.63,1.01,0.105,10,reviewed,nc,nc
2018-11-02T18:44:09.030Z,33.1535,-115.7398333,5.04,1.32,ml,32,61,0.07873,0.26,ci,ci38346736,2018-11-02T20:16:45.777Z,"17km NW of Westmorland, CA",earthquake,0.3,0.77,0.092,16,reviewed,ci,ci
2018-11-02T18:42:35.198Z,62.8973,-151.2495,105.5,1.5,ml,,,,0.44,ak,ak20314592,2018-11-08T16:00:55.700Z,"86km NW of Talkeetna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-11-02T18:41:15.720Z,36.002,-120.1221667,16.26,2.26,md,43,152,0.05978,0.11,nc,nc73105441,2018-11-06T10:03:04.304Z,"1km ESE of Avenal, CA",earthquake,0.35,0.64,0.147,22,reviewed,nc,nc
2018-11-02T18:37:30.460Z,36.0233333,-120.1095,19.4,1.69,md,22,98,0.03762,0.07,nc,nc73105431,2018-11-03T02:54:02.452Z,"3km NE of Avenal, CA",earthquake,0.33,0.59,0.161,7,reviewed,nc,nc
2018-11-02T18:31:03.710Z,36.0416667,-120.616,9.34,1.91,md,43,85,0.03149,0.09,nc,nc73105426,2018-11-06T08:39:03.787Z,"23km NW of Parkfield, CA",earthquake,0.26,0.4,0.196,21,reviewed,nc,nc
2018-11-02T18:26:05.690Z,69.513,-144.2738,7.7,1.6,ml,,,,0.62,ak,ak20335753,2018-11-08T16:00:55.109Z,"73km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-11-02T18:25:59.285Z,61.9049,-149.2663,8.3,1,ml,,,,0.6,ak,ak20314583,2018-11-08T16:00:54.533Z,"17km N of Fishhook, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-02T18:19:30.230Z,36.3247,141.9646,18.75,4.9,mb,,115,1.805,0.79,us,us2000i62w,2018-11-03T16:51:17.040Z,"119km ESE of Takahagi, Japan",earthquake,6.6,4.2,0.049,133,reviewed,us,us
2018-11-02T18:18:58.825Z,62.8449,-149.6764,76.4,1.7,ml,,,,0.38,ak,ak20314576,2018-11-08T16:00:53.833Z,"62km NNE of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-11-02T18:05:41.040Z,36.8968333,-121.6171667,-0.13,1.25,md,16,58,0.02368,0.12,nc,nc73105421,2018-11-05T23:27:38.768Z,"2km ENE of Aromas, CA",quarry blast,0.23,31.61,0.362,14,reviewed,nc,nc
2018-11-02T18:02:44.697Z,60.2338,-140.7174,9.8,1.1,ml,,,,0.39,ak,ak20314303,2018-11-08T16:00:53.248Z,"94km NW of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-11-02T17:57:35.300Z,62.8968,-150.55,85.4,1.4,ml,,,,0.61,ak,ak20314299,2018-11-08T16:00:52.655Z,"67km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-11-02T17:42:52.610Z,-7.0791,126.8599,345.09,4.5,mb,,45,3.694,0.66,us,us2000i60p,2018-11-03T15:12:13.040Z,"216km NE of Dili, East Timor",earthquake,7.8,4.8,0.068,63,reviewed,us,us
2018-11-02T17:38:45.684Z,51.4646,-174.4049,22.7,3,ml,,,,0.26,ak,ak20314291,2018-11-08T16:00:51.946Z,"82km S of Atka, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-11-02T17:33:12.510Z,-25.1809,-69.5439,81.18,4.1,mb,,150,0.045,1.02,us,us2000i60b,2018-11-03T15:07:39.040Z,"97km ENE of Taltal, Chile",earthquake,7.7,12.8,0.521,1,reviewed,us,us
2018-11-02T17:21:11.140Z,36.68,-121.3018333,4.01,1.33,md,22,113,0.06977,0.04,nc,nc73105416,2018-11-03T23:22:03.236Z,"12km S of Tres Pinos, CA",earthquake,0.26,1.03,0.272,18,reviewed,nc,nc
2018-11-02T17:15:25.370Z,36.6888333,-121.32,5.42,1.8,md,31,64,0.07793,0.04,nc,nc73105411,2018-11-06T02:09:04.434Z,"11km S of Tres Pinos, CA",earthquake,0.2,0.8,0.262,32,reviewed,nc,nc
2018-11-02T17:09:54.590Z,36.671,-121.3006667,5.46,1.99,md,46,64,0.06106,0.07,nc,nc73105401,2018-11-06T00:50:02.729Z,"13km S of Tres Pinos, CA",earthquake,0.15,0.63,0.2,49,reviewed,nc,nc
2018-11-02T17:02:54.770Z,36.6725,-121.3016667,5.6,2.94,md,54,54,0.0624,0.07,nc,nc73105396,2018-11-04T07:08:09.051Z,"13km S of Tres Pinos, CA",earthquake,0.12,0.49,0.149,99,reviewed,nc,nc
2018-11-02T17:02:18.490Z,36.6885,-121.3188333,3.96,1.3,md,23,112,0.07755,0.04,nc,nc73105391,2018-11-06T00:21:04.372Z,"11km S of Tres Pinos, CA",earthquake,0.25,1.07,0.222,20,reviewed,nc,nc
2018-11-02T16:54:05.080Z,36.6725,-121.2971667,5.46,2.84,md,60,65,0.0631,0.06,nc,nc73105381,2018-11-03T03:57:03.823Z,"13km S of Tres Pinos, CA",earthquake,0.11,0.5,0.165,72,reviewed,nc,nc
2018-11-02T16:46:38.818Z,59.3734,-153.5824,109.1,1.9,ml,,,,0.36,ak,ak20314009,2018-11-08T16:00:51.202Z,"86km ESE of Old Iliamna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-11-02T16:27:35.110Z,45.8583333,-111.3401667,4.16,1.46,ml,9,109,0.305,0.14,mb,mb80318854,2018-11-02T23:03:14.760Z,"0km WNW of Manhattan, Montana",earthquake,0.61,10.36,0.125,3,reviewed,mb,mb
2018-11-02T16:23:50.120Z,36.6858333,-121.3186667,4.4,1.28,md,17,127,0.07489,0.05,nc,nc73105376,2018-11-03T23:32:02.548Z,"12km S of Tres Pinos, CA",earthquake,0.38,2.11,0.198,15,reviewed,nc,nc
2018-11-02T16:22:49.440Z,45.858,-111.3561667,4.83,2.8,ml,31,73,0.05,0.17,mb,mb80318844,2018-11-03T02:07:16.006Z,"1km W of Manhattan, Montana",earthquake,0.26,0.97,0.232,15,reviewed,mb,mb
